,clean_title,movie_id,primary_title,original_title,start_year,runtime_minutes,genres,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,foreign_gross,title,studio,domestic_grossbom,foreign_grossbom,year,worldwide_grossbom,Sport,Crime,News,Romance,Sci-Fi,Western,Horror,Drama,Family,nan,Mystery,Musical,Fantasy,Adventure,Documentary,Thriller,Comedy,Reality-TV,Music,History,Action,Animation,averagerating,numvotes,release_date_CH,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,genre_ids
69,jack reacher,tt0790724,Jack Reacher,Jack Reacher,2012,130.0,"Action,Crime,Thriller",68,2012-12-21,Jack Reacher,60000000,80070736,217370736,137300000,Jack Reacher,Par.,80100000.0,138300000.0,2012.0,218400000.0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,7.0,284547.0,"Dec 21, 2012",Jack Reacher,60.0,80.0,217.0,137.0,"[crime, drama, thriller, action]"
70,r.i.p.d.,tt0790736,R.I.P.D.,R.I.P.D.,2013,96.0,"Action,Adventure,Comedy",55,2013-07-19,R.I.P.D.,130000000,33618855,79076678,45457823,R.I.P.D.,Uni.,33600000.0,44700000.0,2013.0,78300000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,5.6,109078.0,"Jul 19, 2013",R.I.P.D.,130.0,33.0,79.0,46.0,"[fantasy, action, comedy, crime]"
71,clash of the titans,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",72,2010-04-01,Clash of the Titans,125000000,163214888,493214888,330000000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,5.8,256176.0,,,,,,,
72,clash of the titans,tt0800320,Clash of the Titans,Clash of the Titans,2010,106.0,"Action,Adventure,Fantasy",51,1981-06-12,Clash of the Titans,15000000,30000000,44400000,14400000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,5.8,256176.0,,,,,,,
73,nemesis,tt0800353,Nemesis,Nemesis,2010,83.0,Drama,30,1993-01-29,Nemesis,2000000,2001124,2001124,0,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,6.6,67.0,,,,,,,
74,thor,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",70,2011-05-06,Thor,150000000,181030624,449326618,268295994,Thor,Par.,181000000.0,268300000.0,2011.0,449300000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,7.0,683264.0,"May 6, 2011",Thor,150.0,181.0,449.0,268.0,"[adventure, fantasy, action]"
75,red dog,tt0803061,Red Dog,Red Dog,2011,92.0,"Biography,Comedy,Drama",67,2011-12-31,Red Dog,9100000,0,20927794,20927794,,,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.4,15357.0,,,,,,,
76,warcraft,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",46,2016-06-10,Warcraft,160000000,47225655,425522281,378296626,Warcraft,Uni.,47400000.0,386300000.0,2016.0,433700000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,6.9,225557.0,"Jun 10, 2016",Warcraft,160.0,47.0,425.0,378.0,"[action, adventure, fantasy]"
77,its kind of a funny story,tt0804497,It's Kind of a Funny Story,It's Kind of a Funny Story,2010,101.0,"Comedy,Drama,Romance",1,2010-10-08,It's Kind of a Funny Story,8000000,6363628,6632950,269322,It's Kind of a Funny Story,Focus,6400000.0,128000.0,2010.0,6528000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.1,125583.0,,,,,,,
78,the mule,tt0804509,The Mule,La mula,2013,100.0,"Comedy,Drama",100,2018-12-14,The Mule,50000000,103804407,170857676,67053269,The Mule,WB,103800000.0,68700000.0,2018.0,172500000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.2,653.0,,,,,,,
79,tooth fairy,tt0808510,Tooth Fairy,Tooth Fairy,2010,101.0,"Comedy,Family,Fantasy",23,2010-01-22,Tooth Fairy,48000000,60022256,112610386,52588130,Tooth Fairy,Fox,60000000.0,52400000.0,2010.0,112400000.0,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,5.0,37939.0,"Jan 22, 2010",Tooth Fairy,48.0,60.0,112.0,52.0,"[comedy, family, fantasy]"
80,jack and jill,tt0810913,Jack and Jill,Jack and Jill,2011,91.0,Comedy,11,2011-11-11,Jack and Jill,79000000,74158157,150519217,76361060,Jack and Jill,Sony,74200000.0,75500000.0,2011.0,149700000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,3.3,71361.0,"Nov 11, 2011",Jack and Jill,79.0,74.0,150.0,76.0,[comedy]
81,take me home tonight,tt0810922,Take Me Home Tonight,Take Me Home Tonight,2011,97.0,"Comedy,Drama,Romance",48,2011-03-04,Take Me Home Tonight,19000000,6928068,7576604,648536,Take Me Home Tonight,Rela.,6900000.0,,2011.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.3,48393.0,"Mar 4, 2011",Take Me Home Tonight,19.0,6.0,7.0,1.0,"[comedy, drama, romance]"
82,percy jackson & the olympians: the lightning thief,tt0814255,Percy Jackson & the Olympians: The Lightning Thief,Percy Jackson & the Olympians: The Lightning Thief,2010,118.0,"Adventure,Family,Fantasy",17,2010-02-12,Percy Jackson & the Olympians: The Lightning Thief,95000000,88768303,223050874,134282571,Percy Jackson & The Olympians: The Lightning Thief,Fox,88800000.0,137700000.0,2010.0,226500000.0,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,5.9,165108.0,"Feb 12, 2010",Percy Jackson & the Olympians: The Lightning Thief,95.0,88.0,223.0,135.0,"[adventure, fantasy, family]"
83,shes out of my league,tt0815236,She's Out of My League,She's Out of My League,2010,104.0,"Comedy,Romance",62,2010-03-12,She's Out of My League,20000000,32010860,48680977,16670117,She's Out of My League,Par.,32000000.0,17800000.0,2010.0,49800000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.4,117245.0,,,,,,,
84,the book thief,tt0816442,The Book Thief,The Book Thief,2013,131.0,"Drama,War",41,2013-11-08,The Book Thief,19000000,21488481,76086711,54598230,The Book Thief,Fox,21500000.0,55100000.0,2013.0,76600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,7.6,119023.0,"Nov 8, 2013",The Book Thief,19.0,21.0,76.0,55.0,[drama]
85,conan the barbarian,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",76,2011-08-19,Conan the Barbarian,90000000,21295021,63356133,42061112,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,5.2,90834.0,,,,,,,
86,conan the barbarian,tt0816462,Conan the Barbarian,Conan the Barbarian,2011,113.0,"Action,Adventure,Fantasy",44,1982-05-14,Conan the Barbarian,20000000,38264085,79114085,40850000,,,,,,,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,5.2,90834.0,,,,,,,
87,interstellar,tt0816692,Interstellar,Interstellar,2014,169.0,"Adventure,Drama,Sci-Fi",32,2014-11-05,Interstellar,165000000,188017894,666379375,478361481,Interstellar,Par.,188000000.0,489400000.0,2014.0,677400000.0,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,8.6,1299334.0,"Nov 5, 2014",Interstellar,165.0,188.0,666.0,478.0,"[adventure, drama, sci-fi]"
88,world war z,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",69,2013-06-21,World War Z,190000000,202359711,531514650,329154939,World War Z,Par.,202400000.0,337600000.0,2013.0,540000000.0,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,7.0,553751.0,"Jun 21, 2013",World War Z,190.0,202.0,531.0,329.0,"[action, drama, horror, sci-fi, thriller]"
89,flipped,tt0817177,Flipped,Flipped,2010,90.0,"Comedy,Drama,Romance",22,2010-08-06,Flipped,14000000,1755212,4289993,2534781,Flipped,WB,1800000.0,,2010.0,,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.7,74937.0,,,,,,,
90,valentines day,tt0817230,Valentine's Day,Valentine's Day,2010,125.0,"Comedy,Romance",70,2010-02-12,Valentine's Day,52000000,110485654,217569328,107083674,Valentine's Day,WB (NL),110500000.0,106000000.0,2010.0,216500000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,5.7,107171.0,,,,,,,
91,priest,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",29,2011-05-13,Priest,60000000,29136626,84154026,55017400,Priest,SGem,29100000.0,49200000.0,2011.0,78300000.0,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,False,5.7,108320.0,"May 13, 2011",Priest,60.0,29.0,84.0,55.0,"[fantasy, horror]"
92,dracula untold,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",21,2014-10-10,Dracula Untold,70000000,55991880,220241723,164249843,Dracula Untold,Uni.,56300000.0,160800000.0,2014.0,217100000.0,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,6.3,164829.0,"Oct 10, 2014",Dracula Untold,70.0,55.0,220.0,165.0,"[horror, action, drama, fantasy, war]"
93,godzilla,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",41,2014-05-16,Godzilla,160000000,200676069,529076069,328400000,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6.4,350687.0,,,,,,,
94,godzilla,tt0831387,Godzilla,Godzilla,2014,123.0,"Action,Adventure,Sci-Fi",74,1998-05-19,Godzilla,125000000,136314294,376000000,239685706,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,6.4,350687.0,,,,,,,
95,hotel transylvania,tt0837562,Hotel Transylvania,Hotel Transylvania,2012,91.0,"Animation,Comedy,Family",96,2012-09-28,Hotel Transylvania,85000000,148313048,378505812,230192764,Hotel Transylvania,Sony,148300000.0,210100000.0,2012.0,358400000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,7.1,204571.0,"Sep 28, 2012",Hotel Transylvania,85.0,148.0,378.0,230.0,"[animation, comedy, family, fantasy]"
96,pet sematary,tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller",61,2019-04-05,Pet Sematary,21000000,54724696,109501146,54776450,,,,,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,6.0,34472.0,,,,,,,
97,pet sematary,tt0837563,Pet Sematary,Pet Sematary,2019,101.0,"Horror,Mystery,Thriller",61,1989-04-21,Pet Sematary,11500000,57469179,57469179,0,,,,,,,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,6.0,34472.0,,,,,,,
98,the town,tt0840361,The Town,The Town,2010,125.0,"Crime,Drama,Thriller",92,2010-09-17,The Town,37000000,92186262,152566881,60380619,The Town,WB,92200000.0,61800000.0,2010.0,154000000.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,7.6,322524.0,"Sep 17, 2010",The Town,37.0,92.0,152.0,60.0,"[crime, drama, thriller]"
99,the kids are all right,tt0842926,The Kids Are All Right,The Kids Are All Right,2010,106.0,"Comedy,Drama,Romance",87,2010-07-09,The Kids Are All Right,4000000,20811365,36275469,15464104,The Kids Are All Right,Focus,20800000.0,13900000.0,2010.0,34700000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,7.0,120656.0,"Jul 9, 2010",The Kids Are All Right,4.0,20.0,36.0,16.0,"[comedy, drama]"
100,the avengers,tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",27,2012-05-04,The Avengers,225000000,623279547,1517935897,894656350,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,8.1,1183655.0,,,,,,,
101,the avengers,tt0848228,The Avengers,The Avengers,2012,143.0,"Action,Adventure,Sci-Fi",35,1998-08-14,The Avengers,60000000,23385416,48585416,25200000,,,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,8.1,1183655.0,,,,,,,
102,epic,tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",77,2013-05-24,Epic,100000000,107518682,262794441,155275759,Epic,Fox,107500000.0,160900000.0,2013.0,268400000.0,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,6.7,95318.0,"May 24, 2013",Epic,100.0,107.0,262.0,155.0,"[animation, adventure, family, fantasy]"
103,risen,tt0850709,Risen,Risen,2010,121.0,"Biography,Drama",48,2016-02-19,Risen,20000000,36880033,46255763,9375730,Risen,Sony,36900000.0,9200000.0,2016.0,46100000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.3,182.0,"Feb 19, 2016",Risen,20.0,36.0,46.0,10.0,"[drama, history]"
104,the sweeney,tt0857190,The Sweeney,The Sweeney,2012,112.0,"Action,Crime,Drama",53,2013-03-01,The Sweeney,4500000,26345,8000366,7974021,The Sweeney,EOne,26700.0,6300000.0,2013.0,6326700.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.1,18095.0,,,,,,,
105,mr. peabody & sherman,tt0864835,Mr. Peabody & Sherman,Mr. Peabody & Sherman,2014,92.0,"Adventure,Animation,Comedy",1,2014-03-07,Mr. Peabody & Sherman,145000000,111506430,269806430,158300000,Mr. Peabody & Sherman,Fox,111500000.0,164200000.0,2014.0,275700000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,True,6.8,57277.0,"Mar 7, 2014",Mr. Peabody & Sherman,145.0,111.0,269.0,158.0,"[animation, adventure, family]"
106,my soul to take,tt0872230,My Soul to Take,My Soul to Take,2010,107.0,"Horror,Mystery,Thriller",68,2010-10-08,My Soul to Take,25000000,14744435,16727470,1983035,My Soul to Take,Uni.,14700000.0,6200000.0,2010.0,20900000.0,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,4.8,18381.0,"Oct 8, 2010",My Soul to Take,25.0,14.0,16.0,2.0,"[drama, horror, mystery, thriller]"
107,red state,tt0873886,Red State,Red State,2011,88.0,"Action,Crime,Horror",22,2011-09-23,Red State,4000000,1065429,1983596,918167,Red State,SMod,1100000.0,,2011.0,,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,6.2,59266.0,,,,,,,
108,please give,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",15,2010-04-30,Please Give,3000000,4033574,4570178,536604,Please Give,SPC,4000000.0,280000.0,2010.0,4280000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.6,10652.0,,,,,,,
109,eat pray love,tt0879870,Eat Pray Love,Eat Pray Love,2010,133.0,"Drama,Romance",67,2010-08-13,Eat Pray Love,60000000,80574010,206598789,126024779,Eat Pray Love,Sony,80600000.0,124000000.0,2010.0,204600000.0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,5.8,77709.0,"Aug 13, 2010",Eat Pray Love,60.0,80.0,206.0,126.0,[drama]
110,sanctum,tt0881320,Sanctum,Sanctum,2011,108.0,"Adventure,Drama,Thriller",45,2011-02-04,Sanctum,30000000,23209310,108957098,85747788,Sanctum,Uni.,23200000.0,85400000.0,2011.0,108600000.0,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,5.9,51318.0,"Feb 4, 2011",Sanctum,30.0,23.0,108.0,85.0,"[action, thriller]"
111,snitch,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",26,2013-02-22,Snitch,15000000,42930462,57907734,14977272,Snitch,LG/S,42900000.0,,2013.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6.5,78142.0,,,,,,,
112,snitch,tt0882977,Snitch,Snitch,2013,112.0,"Action,Drama,Thriller",52,2012-12-31,Snitch,850000,0,0,0,Snitch,LG/S,42900000.0,,2013.0,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6.5,78142.0,,,,,,,
113,the wedding ringer,tt0884732,The Wedding Ringer,The Wedding Ringer,2015,101.0,Comedy,73,2015-01-16,The Wedding Ringer,23000000,64460211,80171596,15711385,The Wedding Ringer,SGem,64500000.0,15300000.0,2015.0,79800000.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,6.7,66893.0,"Jan 16, 2015",The Wedding Ringer,23.0,64.0,80.0,16.0,[comedy]
