,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,release_date,runtime_minutes,studio,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western
2296,X-Men: Apocalypse,178.0,155.0,542.0,387.0,5/27/2016,144.0,Fox,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2306,Fist Fight,25.0,32.0,40.0,8.0,2/17/2017,91.0,WB (NL),Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2314,Ice Age: Collision Course,105.0,64.0,402.0,338.0,7/22/2016,94.0,Fox,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2327,Paul Blart: Mall Cop 2,38.0,71.0,107.0,36.0,4/17/2015,94.0,Sony,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2328,War for the Planet of the Apes,152.0,146.0,489.0,343.0,7/14/2017,140.0,Fox,"Action,Adventure,Drama",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2336,Despicable Me 3,75.0,264.0,1034.0,770.0,6/30/2017,89.0,Uni.,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2346,The Nut Job 2: Nutty by Nature,40.0,28.0,57.0,29.0,8/11/2017,91.0,ORF,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2351,Captain America: Civil War,250.0,408.0,1140.0,732.0,5/6/2016,147.0,BV,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2371,Mechanic: Resurrection,40.0,21.0,109.0,88.0,8/26/2016,98.0,LG/S,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2381,Whiskey Tango Foxtrot,35.0,23.0,25.0,2.0,3/4/2016,112.0,Par.,"Biography,Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2385,Girls Trip,28.0,115.0,140.0,25.0,7/21/2017,122.0,Uni.,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2409,Cars 3,175.0,152.0,383.0,231.0,6/16/2017,102.0,BV,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2410,Incredibles 2,200.0,608.0,1242.0,634.0,6/15/2018,118.0,BV,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2418,Paper Towns,12.0,32.0,85.0,53.0,7/24/2015,109.0,Fox,"Comedy,Drama,Mystery",False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2419,Ricki and the Flash,18.0,26.0,41.0,15.0,8/7/2015,101.0,TriS,"Comedy,Drama,Music",False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2442,The BFG,140.0,55.0,199.0,144.0,7/1/2016,117.0,BV,"Adventure,Family,Fantasy",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2450,Unfriended,1.0,32.0,64.0,32.0,4/17/2015,83.0,Uni.,"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2451,Underworld: Blood Wars,35.0,30.0,81.0,51.0,1/6/2017,91.0,SGem,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2459,Kong: Skull Island,185.0,168.0,561.0,393.0,3/10/2017,118.0,WB,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2470,My Big Fat Greek Wedding 2,18.0,59.0,92.0,33.0,3/25/2016,94.0,Uni.,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2474,The Equalizer 2,77.0,102.0,190.0,88.0,7/20/2018,121.0,Sony,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2478,Snowden,50.0,21.0,35.0,14.0,9/16/2016,134.0,ORF,"Biography,Drama,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2480,Solo: A Star Wars Story,275.0,213.0,393.0,180.0,5/25/2018,135.0,BV,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
2486,We Are Your Friends,2.0,3.0,10.0,7.0,8/28/2015,96.0,WB,"Drama,Music,Romance",False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2489,The Nice Guys,50.0,36.0,59.0,23.0,5/20/2016,116.0,WB,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2497,Only the Brave,38.0,18.0,24.0,6.0,10/20/2017,134.0,Sony,"Action,Biography,Drama",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2499,War Room,3.0,67.0,73.0,6.0,8/28/2015,120.0,TriS,Drama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2510,Dope,7.0,17.0,18.0,1.0,6/19/2015,103.0,ORF,"Comedy,Crime,Drama",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2511,Krampus,15.0,42.0,61.0,19.0,12/4/2015,98.0,Uni.,"Comedy,Fantasy,Horror",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2516,The Perfect Guy,18.0,57.0,60.0,3.0,9/11/2015,100.0,SGem,"Crime,Drama,Horror",False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2517,Bajrangi Bhaijaan,13.0,8.0,121.0,113.0,7/17/2015,163.0,Eros,"Action,Comedy,Drama",True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2524,The Boss Baby,125.0,175.0,510.0,335.0,3/31/2017,97.0,Fox,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2529,Baby Driver,34.0,107.0,228.0,121.0,6/28/2017,113.0,TriS,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2536,The Space Between Us,30.0,7.0,16.0,9.0,2/3/2017,120.0,STX,"Adventure,Drama,Romance",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2537,Teenage Mutant Ninja Turtles: Out of the Shadows,135.0,82.0,245.0,163.0,6/3/2016,112.0,Par.,"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2561,The Bye Bye Man,7.0,22.0,31.0,9.0,1/13/2017,96.0,STX,"Drama,Fantasy,Horror",False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
2563,Swiss Army Man,3.0,4.0,5.0,1.0,6/24/2016,97.0,A24,"Adventure,Comedy,Drama",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2566,Maze Runner: The Scorch Trials,61.0,81.0,310.0,229.0,9/18/2015,131.0,Fox,"Action,Sci-Fi,Thriller",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2574,The Shallows,13.0,55.0,118.0,63.0,6/24/2016,86.0,Sony,"Drama,Horror,Thriller",False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2585,The Darkest Minds,34.0,12.0,38.0,26.0,8/3/2018,104.0,Fox,"Action,Adventure,Drama",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2598,The Purge: Election Year,10.0,79.0,118.0,39.0,7/1/2016,108.0,Uni.,"Action,Horror,Sci-Fi",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2607,The Lego Batman Movie,80.0,175.0,310.0,135.0,2/10/2017,104.0,WB,"Action,Animation,Comedy",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2610,Fantastic Beasts: The Crimes of Grindelwald,200.0,159.0,652.0,493.0,11/16/2018,134.0,WB,"Adventure,Family,Fantasy",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2617,Florence Foster Jenkins,29.0,27.0,56.0,29.0,8/12/2016,111.0,Par.,"Biography,Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2623,Avengers: Infinity War,300.0,678.0,2048.0,1370.0,4/27/2018,149.0,BV,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2627,Free Fire,10.0,1.0,3.0,2.0,4/21/2017,91.0,A24,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2644,Jason Bourne,120.0,162.0,416.0,254.0,7/29/2016,123.0,Uni.,"Action,Thriller",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2663,Miracles from Heaven,13.0,61.0,73.0,12.0,3/16/2016,109.0,TriS,"Biography,Drama,Family",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2681,Kubo and the Two Strings,55.0,48.0,77.0,29.0,8/19/2016,101.0,Focus,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2693,Queen of Katwe,15.0,8.0,10.0,2.0,9/23/2016,124.0,BV,"Biography,Drama,Sport",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2722,Neighbors 2: Sorority Rising,35.0,55.0,108.0,53.0,5/20/2016,92.0,Uni.,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2730,Fifty Shades Darker,55.0,114.0,381.0,267.0,2/10/2017,118.0,Uni.,"Drama,Romance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2738,Fifty Shades Freed,55.0,100.0,371.0,271.0,2/9/2018,105.0,Uni.,"Drama,Romance,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
2742,The Meddler,3.0,4.0,5.0,1.0,4/22/2016,103.0,SPC,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2753,White Boy Rick,30.0,24.0,25.0,1.0,9/14/2018,111.0,Studio 8,"Crime,Drama",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2764,Mile 22,35.0,36.0,66.0,30.0,8/17/2018,94.0,STX,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2771,The Star,20.0,40.0,62.0,22.0,11/17/2017,86.0,Sony,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2775,Can You Ever Forgive Me?,10.0,8.0,11.0,3.0,10/19/2018,106.0,FoxS,"Biography,Comedy,Crime",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2790,Storks,70.0,72.0,183.0,111.0,9/23/2016,87.0,WB,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2794,The Fate of the Furious,250.0,225.0,1234.0,1009.0,4/14/2017,136.0,Uni.,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2798,Kingsman: The Golden Circle,104.0,100.0,408.0,308.0,9/22/2017,141.0,Fox,"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2801,Bad Moms,20.0,113.0,180.0,67.0,7/29/2016,100.0,STX,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2806,Fifty Shades of Black,5.0,11.0,22.0,11.0,1/29/2016,92.0,ORF,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2808,On the Basis of Sex,20.0,24.0,38.0,14.0,12/25/2018,120.0,Focus,"Biography,Drama",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2816,It Comes at Night,5.0,13.0,19.0,6.0,6/9/2017,91.0,A24,"Horror,Mystery",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2819,Hunt for the Wilderpeople,2.0,5.0,23.0,18.0,6/24/2016,101.0,Orch.,"Adventure,Comedy,Drama",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2822,Bumblebee,102.0,127.0,465.0,338.0,12/21/2018,114.0,Par.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2823,Early Man,50.0,8.0,45.0,37.0,2/16/2018,89.0,LGF,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2837,Unfriended: Dark Web,1.0,8.0,16.0,8.0,7/20/2018,92.0,BH Tilt,"Crime,Horror,Mystery",False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2846,The Meg,178.0,145.0,529.0,384.0,8/10/2018,113.0,WB,"Action,Horror,Sci-Fi",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
2852,How to Be a Latin Lover,10.0,32.0,62.0,30.0,4/28/2017,115.0,PNT,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2854,Rough Night,20.0,22.0,46.0,24.0,6/16/2017,101.0,Sony,"Comedy,Crime,Thriller",False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2871,Baahubali 2: The Conclusion,30.0,18.0,263.0,245.0,4/28/2017,167.0,GrtIndia,"Action,Drama",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2877,The Emoji Movie,50.0,86.0,216.0,130.0,7/28/2017,86.0,Sony,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2879,Jurassic World: Fallen Kingdom,170.0,417.0,1305.0,888.0,6/22/2018,128.0,Uni.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2902,The Sisters Brothers,38.0,3.0,13.0,10.0,9/21/2018,122.0,Annapurna,"Adventure,Comedy,Crime",False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2908,Middle School: The Worst Years of My Life,8.0,20.0,23.0,3.0,10/7/2016,92.0,LGF,"Comedy,Family",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2922,"Everything, Everything",10.0,34.0,61.0,27.0,5/19/2017,96.0,WB,"Drama,Romance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2924,Dunkirk,150.0,190.0,499.0,309.0,7/21/2017,106.0,WB,"Action,Drama,History",True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2928,Mary Poppins Returns,130.0,171.0,341.0,170.0,12/19/2018,130.0,BV,"Comedy,Family,Fantasy",False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
2933,Sicario: Day of the Soldado,35.0,50.0,75.0,25.0,6/29/2018,122.0,Sony,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2938,Dangal,9.0,12.0,294.0,282.0,12/21/2016,161.0,UTV,"Action,Biography,Drama",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2940,The Favourite,15.0,34.0,94.0,60.0,11/23/2018,119.0,FoxS,"Biography,Drama,History",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
2946,Ant-Man and the Wasp,130.0,216.0,623.0,407.0,7/6/2018,118.0,BV,"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2952,mother!,30.0,17.0,42.0,25.0,9/15/2017,121.0,Par.,"Drama,Horror,Mystery",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
2957,Peter Rabbit,50.0,115.0,347.0,232.0,2/9/2018,95.0,Sony,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2972,Annabelle: Creation,15.0,102.0,305.0,203.0,8/11/2017,109.0,WB (NL),"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
2981,"Love, Simon",10.0,40.0,65.0,25.0,3/16/2018,110.0,Fox,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2993,Hotel Transylvania 3: Summer Vacation,65.0,167.0,527.0,360.0,7/13/2018,97.0,Sony,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3024,Happy Death Day,5.0,55.0,125.0,70.0,10/13/2017,96.0,Uni.,"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3028,Wish Upon,12.0,14.0,23.0,9.0,7/14/2017,90.0,BG,"Drama,Fantasy,Horror",False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
3040,The Hurricane Heist,40.0,6.0,30.0,24.0,3/9/2018,103.0,ENTMP,"Action,Adventure,Crime",True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3049,Logan Lucky,29.0,27.0,44.0,17.0,8/18/2017,118.0,BST,"Comedy,Crime,Drama",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3056,The Big Sick,5.0,42.0,53.0,11.0,6/23/2017,120.0,LGF,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3057,Deadpool 2,110.0,324.0,786.0,462.0,5/18/2018,119.0,Fox,"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3073,The Nutcracker and the Four Realms,132.0,54.0,170.0,116.0,11/2/2018,99.0,BV,"Adventure,Family,Fantasy",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
3083,The Hate U Give,23.0,29.0,35.0,6.0,10/5/2018,133.0,Fox,"Crime,Drama",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3105,The Florida Project,2.0,5.0,11.0,6.0,10/6/2017,111.0,A24,Drama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3109,Goosebumps 2: Haunted Halloween,35.0,46.0,93.0,47.0,10/12/2018,90.0,Sony,"Adventure,Comedy,Family",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3128,Insidious: The Last Key,10.0,67.0,167.0,100.0,1/5/2018,103.0,Uni.,"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3129,The Possession of Hannah Grace,6.0,14.0,42.0,28.0,11/30/2018,86.0,SGem,"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
3135,Skyscraper,125.0,68.0,304.0,236.0,7/13/2018,102.0,Uni.,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3146,I Am Not Your Negro,1.0,7.0,9.0,2.0,2/3/2017,93.0,Magn.,Documentary,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3155,Hotel Artemis,15.0,6.0,12.0,6.0,6/8/2018,94.0,Global Road,"Action,Drama,Sci-Fi",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
3203,Diary of a Wimpy Kid: The Long Haul,22.0,20.0,35.0,15.0,5/19/2017,91.0,Fox,"Comedy,Family",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
3239,The First Purge,13.0,69.0,136.0,67.0,7/4/2018,98.0,Uni.,"Action,Horror,Sci-Fi",True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
3263,Smallfoot,80.0,83.0,213.0,130.0,9/28/2018,96.0,WB,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3299,Creed II,50.0,115.0,213.0,98.0,11/21/2018,130.0,MGM,"Drama,Sport",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3320,Proud Mary,30.0,20.0,21.0,1.0,1/12/2018,89.0,SGem,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3347,Upgrade,3.0,11.0,16.0,5.0,6/1/2018,100.0,BH Tilt,"Action,Sci-Fi,Thriller",True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
3376,Bad Times at the El Royale,32.0,17.0,29.0,12.0,10/12/2018,141.0,Fox,"Crime,Drama,Mystery",False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
3403,I Feel Pretty,32.0,48.0,91.0,43.0,4/20/2018,110.0,STX,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3405,The 15:17 to Paris,30.0,36.0,56.0,20.0,2/9/2018,94.0,WB,"Biography,Drama,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
3414,Peppermint,25.0,35.0,51.0,16.0,9/7/2018,101.0,STX,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3448,Green Book,23.0,85.0,322.0,237.0,11/16/2018,130.0,Uni.,"Biography,Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3463,A Simple Favor,20.0,53.0,97.0,44.0,9/14/2018,117.0,LGF,"Comedy,Crime,Drama",False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3481,If Beale Street Could Talk,12.0,14.0,19.0,5.0,12/14/2018,119.0,Annapurna,"Drama,Romance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
3485,Destroyer,9.0,1.0,3.0,2.0,12/25/2018,121.0,Annapurna,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3493,Unsane,1.0,7.0,14.0,7.0,3/23/2018,98.0,BST,"Drama,Horror,Mystery",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
3522,Uncle Drew,18.0,42.0,46.0,4.0,6/29/2018,103.0,LG/S,"Comedy,Sport",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
3523,BlacKkKlansman,15.0,49.0,93.0,44.0,8/10/2018,135.0,Focus,"Biography,Crime,Drama",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3534,"Paul, Apostle of Christ",5.0,17.0,25.0,8.0,3/23/2018,108.0,Affirm,"Adventure,Biography,Drama",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3541,Instant Family,48.0,67.0,119.0,52.0,11/16/2018,118.0,Par.,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
3604,Hereditary,10.0,44.0,70.0,26.0,6/8/2018,127.0,A24,"Drama,Horror,Mystery",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
