,movie_CH,production_budget_CH,domestic_gross_CH,worldwide_gross_CH,international_gross,release_date,runtime_minutes,studio,genres,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,News,Reality-TV,Romance,Sci-Fi,Sport,Thriller,Western
4,The Secret Life of Walter Mitty,91.0,58.0,187.0,129.0,12/25/2013,114.0,Fox,"Adventure,Comedy,Drama",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5,A Walk Among the Tombstones,28.0,26.0,62.0,36.0,9/19/2014,114.0,Uni.,"Action,Crime,Drama",True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
6,Jurassic World,215.0,652.0,1648.0,996.0,6/12/2015,124.0,Uni.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
7,The Rum Diary,45.0,13.0,21.0,8.0,10/28/2011,119.0,FD,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
8,The Three Stooges,30.0,44.0,54.0,10.0,4/13/2012,92.0,Fox,"Comedy,Family",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
10,Tangled,260.0,200.0,586.0,386.0,11/24/2010,100.0,BV,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
11,John Carter,275.0,73.0,282.0,209.0,3/9/2012,132.0,BV,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
13,Dinner for Schmucks,69.0,73.0,86.0,13.0,7/30/2010,114.0,P/DW,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
14,The A-Team,110.0,77.0,177.0,100.0,6/11/2010,117.0,Fox,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
15,The Possession,14.0,49.0,82.0,33.0,8/31/2012,92.0,LGF,"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
16,Real Steel,110.0,85.0,263.0,178.0,10/7/2011,127.0,BV,"Action,Drama,Family",True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
17,The Giver,25.0,45.0,66.0,21.0,8/15/2014,97.0,Wein.,"Drama,Romance,Sci-Fi",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,False,False
18,Toy Story 3,200.0,415.0,1068.0,653.0,6/18/2010,103.0,BV,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
25,Puss in Boots,130.0,149.0,554.0,405.0,10/28/2011,90.0,P/DW,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
28,Life of Pi,120.0,124.0,620.0,496.0,11/21/2012,127.0,Fox,"Adventure,Drama,Fantasy",False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
29,The Crazies,19.0,39.0,56.0,17.0,2/26/2010,101.0,Over.,"Horror,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
30,The Equalizer,55.0,101.0,192.0,91.0,9/26/2014,132.0,Sony,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
31,Captain America: The First Avenger,140.0,176.0,370.0,194.0,7/22/2011,124.0,Par.,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
34,Piranha 3D,24.0,25.0,83.0,58.0,8/20/2010,88.0,W/Dim.,"Comedy,Horror",False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
36,Ex Machina,13.0,25.0,38.0,13.0,4/10/2015,108.0,A24,"Drama,Mystery,Sci-Fi",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
37,Tower Heist,85.0,78.0,150.0,72.0,11/4/2011,104.0,Uni.,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
38,The Smurfs,110.0,142.0,563.0,421.0,7/29/2011,103.0,Sony,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
39,The Mechanic,42.0,29.0,76.0,47.0,1/28/2011,93.0,CBS,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
40,"Hail, Caesar!",22.0,30.0,64.0,34.0,2/5/2016,106.0,Uni.,"Comedy,Drama,Music",False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
43,Ant-Man,130.0,180.0,518.0,338.0,7/17/2015,117.0,BV,"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
44,Season of the Witch,40.0,24.0,91.0,67.0,1/7/2011,95.0,Rela.,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
46,Hall Pass,68.0,45.0,87.0,42.0,2/25/2011,105.0,WB (NL),"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
47,The Croods,135.0,187.0,573.0,386.0,3/22/2013,98.0,Fox,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
49,Red Tails,58.0,49.0,50.0,1.0,1/20/2012,125.0,Fox,"Action,Adventure,Drama",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
51,Something Borrowed,35.0,39.0,65.0,26.0,5/6/2011,112.0,WB,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
52,Tulip Fever,25.0,2.0,6.0,4.0,9/1/2017,105.0,Wein.,"Drama,History,Romance",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
53,Furry Vengeance,35.0,17.0,39.0,22.0,4/30/2010,92.0,Sum.,"Comedy,Family",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
55,Ramona and Beezus,15.0,26.0,27.0,1.0,7/23/2010,103.0,Fox,"Adventure,Comedy,Family",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
56,Rings,25.0,27.0,82.0,55.0,2/3/2017,102.0,Par.,"Drama,Horror,Mystery",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
57,A Thousand Words,40.0,18.0,20.0,2.0,3/9/2012,91.0,P/DW,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
60,Samsara,4.0,2.0,5.0,3.0,8/24/2012,102.0,Osci.,"Documentary,Music",False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
61,Man of Steel,225.0,291.0,667.0,376.0,6/14/2013,143.0,WB,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
64,The Wolfman,150.0,62.0,142.0,80.0,2/12/2010,103.0,Uni.,"Drama,Fantasy,Horror",False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
65,The Boxtrolls,60.0,50.0,111.0,61.0,9/26/2014,96.0,Focus,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
66,The Man Who Knew Infinity,10.0,3.0,12.0,9.0,4/29/2016,108.0,IFC,"Biography,Drama",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
67,The Incredible Burt Wonderstone,32.0,22.0,27.0,5.0,3/15/2013,100.0,WB (NL),"Adventure,Comedy,Fantasy",False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
69,Jack Reacher,60.0,80.0,217.0,137.0,12/21/2012,130.0,Par.,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
70,R.I.P.D.,130.0,33.0,79.0,46.0,7/19/2013,96.0,Uni.,"Action,Adventure,Comedy",True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
74,Thor,150.0,181.0,449.0,268.0,5/6/2011,115.0,Par.,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
76,Warcraft,160.0,47.0,425.0,378.0,6/10/2016,123.0,Uni.,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
80,Jack and Jill,79.0,74.0,150.0,76.0,11/11/2011,91.0,Sony,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
81,Take Me Home Tonight,19.0,6.0,7.0,1.0,3/4/2011,97.0,Rela.,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
82,Percy Jackson & the Olympians: The Lightning Thief,95.0,88.0,223.0,135.0,2/12/2010,118.0,Fox,"Adventure,Family,Fantasy",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
84,The Book Thief,19.0,21.0,76.0,55.0,11/8/2013,131.0,Fox,"Drama,War",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
87,Interstellar,165.0,188.0,666.0,478.0,11/5/2014,169.0,Par.,"Adventure,Drama,Sci-Fi",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
88,World War Z,190.0,202.0,531.0,329.0,6/21/2013,116.0,Par.,"Action,Adventure,Horror",True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
91,Priest,60.0,29.0,84.0,55.0,5/13/2011,87.0,SGem,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
92,Dracula Untold,70.0,55.0,220.0,165.0,10/10/2014,92.0,Uni.,"Action,Drama,Fantasy",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
95,Hotel Transylvania,85.0,148.0,378.0,230.0,9/28/2012,91.0,Sony,"Animation,Comedy,Family",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
99,The Kids Are All Right,4.0,20.0,36.0,16.0,7/9/2010,106.0,Focus,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
102,Epic,100.0,107.0,262.0,155.0,5/24/2013,102.0,Fox,"Adventure,Animation,Family",False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
105,Mr. Peabody & Sherman,145.0,111.0,269.0,158.0,3/7/2014,92.0,Fox,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
106,My Soul to Take,25.0,14.0,16.0,2.0,10/8/2010,107.0,Uni.,"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
109,Eat Pray Love,60.0,80.0,206.0,126.0,8/13/2010,133.0,Sony,"Drama,Romance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
110,Sanctum,30.0,23.0,108.0,85.0,2/4/2011,108.0,Uni.,"Adventure,Drama,Thriller",False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
113,The Wedding Ringer,23.0,64.0,80.0,16.0,1/16/2015,101.0,SGem,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
114,The Switch,19.0,27.0,49.0,22.0,8/20/2010,101.0,Mira.,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
115,Letters to Juliet,30.0,53.0,82.0,29.0,5/14/2010,105.0,Sum.,"Adventure,Comedy,Drama",False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
116,How to Train Your Dragon,165.0,217.0,494.0,277.0,3/26/2010,98.0,P/DW,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
117,Shrek Forever After,165.0,238.0,756.0,518.0,5/21/2010,93.0,P/DW,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
118,The Hobbit: An Unexpected Journey,250.0,303.0,1017.0,714.0,12/14/2012,169.0,WB (NL),"Adventure,Family,Fantasy",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
120,The Legend of Tarzan,180.0,126.0,348.0,222.0,7/1/2016,110.0,WB,"Action,Adventure,Drama",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
123,The Last Airbender,150.0,131.0,319.0,188.0,7/1/2010,103.0,Par.,"Action,Adventure,Family",True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
126,Source Code,32.0,54.0,140.0,86.0,4/1/2011,93.0,Sum.,"Action,Drama,Sci-Fi",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False
127,Black Swan,13.0,106.0,331.0,225.0,12/3/2010,108.0,FoxS,"Drama,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
128,Green Zone,100.0,35.0,97.0,62.0,3/12/2010,115.0,Uni.,"Action,Drama,Thriller",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
129,The Amazing Spider-Man,220.0,262.0,757.0,495.0,7/3/2012,136.0,Sony,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
136,The Fighter,11.0,93.0,129.0,36.0,12/10/2010,116.0,Par.,"Biography,Drama,Sport",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
137,The Conspirator,25.0,11.0,15.0,4.0,4/15/2011,122.0,RAtt.,"Crime,Drama,History",False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
139,Little Fockers,100.0,148.0,310.0,162.0,12/22/2010,98.0,Uni.,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
142,Sucker Punch,75.0,36.0,89.0,53.0,3/25/2011,110.0,WB,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
144,The Chronicles of Narnia: The Voyage of the Dawn Treader,155.0,104.0,418.0,314.0,12/10/2010,113.0,Fox,"Adventure,Family,Fantasy",False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False
145,The Adventures of Tintin,130.0,77.0,373.0,296.0,12/21/2011,107.0,Par.,"Action,Adventure,Animation",True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
146,Machete,12.0,26.0,46.0,20.0,9/3/2010,105.0,Fox,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
147,Dear John,25.0,80.0,142.0,62.0,2/5/2010,108.0,SGem,"Drama,Romance,War",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
149,The Green Hornet,110.0,98.0,229.0,131.0,1/14/2011,119.0,Sony,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
150,Hanna,30.0,40.0,65.0,25.0,4/8/2011,111.0,Focus,"Action,Drama,Thriller",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
151,The Wolf of Wall Street,100.0,116.0,389.0,273.0,12/25/2013,180.0,Par.,"Biography,Crime,Drama",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
157,Megamind,130.0,148.0,321.0,173.0,11/5/2010,95.0,P/DW,"Action,Animation,Comedy",True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
159,The Young Messiah,16.0,6.0,7.0,1.0,3/11/2016,111.0,Focus,"Drama,Fantasy",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
161,The Iron Lady,14.0,29.0,115.0,86.0,1/13/2012,105.0,Wein.,"Biography,Drama",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
171,Dylan Dog: Dead of Night,20.0,1.0,6.0,5.0,4/29/2011,107.0,OMNI/FSR,"Action,Comedy,Crime",True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
175,Child 44,50.0,1.0,8.0,7.0,4/17/2015,137.0,LG/S,"Crime,Drama,History",False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
184,Selma,20.0,52.0,66.0,14.0,1/9/2015,128.0,Par.,"Biography,Drama,History",False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
191,Argo,44.0,136.0,227.0,91.0,10/12/2012,120.0,WB,"Biography,Drama,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
196,Secretariat,35.0,59.0,60.0,1.0,10/8/2010,123.0,BV,"Biography,Drama,Family",False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
220,Suspiria,20.0,2.0,7.0,5.0,10/26/2018,152.0,Amazon,"Fantasy,Horror,Mystery",False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False,False,False
223,The Book of Eli,80.0,94.0,158.0,64.0,1/15/2010,118.0,WB,"Action,Adventure,Drama",True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
228,The Bounty Hunter,45.0,67.0,135.0,68.0,3/19/2010,110.0,Sony,"Action,Comedy,Romance",True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
241,The Legend of Hercules,70.0,18.0,58.0,40.0,1/10/2014,99.0,LG/S,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
249,Silver Linings Playbook,21.0,132.0,236.0,104.0,11/16/2012,122.0,Wein.,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
254,Parental Guidance,25.0,77.0,120.0,43.0,12/25/2012,105.0,Fox,"Comedy,Family",False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
256,Repo Men,32.0,13.0,18.0,5.0,3/19/2010,111.0,Uni.,"Action,Crime,Sci-Fi",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
259,Boyhood,4.0,25.0,57.0,32.0,7/11/2014,165.0,IFC,Drama,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
260,Water for Elephants,38.0,58.0,116.0,58.0,4/22/2011,120.0,Fox,"Drama,Romance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
261,Monte Carlo,20.0,23.0,39.0,16.0,7/1/2011,109.0,Fox,"Adventure,Comedy,Family",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
265,Ghost Rider: Spirit of Vengeance,57.0,51.0,149.0,98.0,2/17/2012,96.0,Sony,"Action,Fantasy,Thriller",True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
266,Winchester,3.0,25.0,44.0,19.0,2/2/2018,99.0,LGF,"Biography,Drama,Fantasy",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
267,Skyfall,200.0,304.0,1110.0,806.0,11/8/2012,143.0,Sony,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
268,Jonah Hex,47.0,10.0,11.0,1.0,6/18/2010,81.0,WB,"Action,Drama,Fantasy",True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
269,Dark Shadows,150.0,79.0,238.0,159.0,5/11/2012,113.0,WB,"Comedy,Fantasy,Horror",False,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
271,Eddie the Eagle,23.0,15.0,45.0,30.0,2/26/2016,106.0,Fox,"Biography,Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
274,Blended,45.0,46.0,127.0,81.0,5/23/2014,117.0,WB,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
275,Lone Survivor,40.0,125.0,149.0,24.0,12/25/2013,121.0,Uni.,"Action,Biography,Drama",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
286,Paddington,55.0,76.0,258.0,182.0,1/16/2015,95.0,W/Dim.,"Adventure,Comedy,Family",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
291,Seventh Son,95.0,17.0,108.0,91.0,2/6/2015,102.0,Uni.,"Action,Adventure,Fantasy",True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
292,The Ides of March,23.0,40.0,77.0,37.0,10/7/2011,101.0,Sony,"Drama,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
293,Free State of Jones,50.0,20.0,23.0,3.0,6/24/2016,139.0,STX,"Action,Biography,Drama",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
295,Big Eyes,10.0,14.0,27.0,13.0,12/25/2014,106.0,Wein.,"Biography,Crime,Drama",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
296,Burlesque,55.0,39.0,90.0,51.0,11/24/2010,119.0,SGem,"Drama,Music,Musical",False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False
297,Morning Glory,40.0,31.0,59.0,28.0,11/10/2010,107.0,Par.,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
299,Shutter Island,80.0,128.0,299.0,171.0,2/19/2010,138.0,Par.,"Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
301,Green Lantern,200.0,116.0,219.0,103.0,6/17/2011,114.0,WB,"Action,Adventure,Sci-Fi",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
304,Takers,32.0,57.0,70.0,13.0,8/27/2010,107.0,SGem,"Action,Crime,Thriller",True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
307,The Ghost Writer,45.0,15.0,65.0,50.0,2/19/2010,128.0,Sum.,"Drama,Mystery,Thriller",False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
308,Frankenweenie,39.0,35.0,81.0,46.0,10/5/2012,87.0,BV,"Animation,Comedy,Family",False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
310,Beastly,17.0,27.0,38.0,11.0,3/4/2011,86.0,CBS,"Drama,Fantasy,Romance",False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
316,The Rite,37.0,33.0,97.0,64.0,1/28/2011,114.0,WB (NL),"Drama,Horror,Mystery",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
317,Biutiful,35.0,5.0,24.0,19.0,1/28/2011,148.0,RAtt.,"Drama,Romance",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
318,The Hobbit: The Desolation of Smaug,250.0,258.0,960.0,702.0,12/13/2013,161.0,WB (NL),"Adventure,Fantasy",False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
319,Baggage Claim,8.0,21.0,22.0,1.0,9/27/2013,96.0,FoxS,Comedy,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
321,A Walk in the Woods,8.0,29.0,37.0,8.0,9/2/2015,104.0,BG,"Adventure,Biography,Comedy",False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
325,10 Cloverfield Lane,5.0,72.0,108.0,36.0,3/11/2016,103.0,Par.,"Drama,Horror,Mystery",False,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False
327,You Will Meet a Tall Dark Stranger,15.0,3.0,34.0,31.0,9/22/2010,98.0,SPC,"Comedy,Drama,Romance",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
330,The Lincoln Lawyer,40.0,58.0,87.0,29.0,3/18/2011,118.0,LGF,"Crime,Drama,Thriller",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
331,Rango,135.0,123.0,245.0,122.0,3/4/2011,107.0,Par.,"Adventure,Animation,Comedy",False,True,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
333,The Bourne Legacy,125.0,113.0,280.0,167.0,8/10/2012,135.0,Uni.,"Action,Adventure,Thriller",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
335,The Five-Year Engagement,30.0,28.0,61.0,33.0,4/27/2012,124.0,Uni.,"Comedy,Romance",False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
336,Diary of a Wimpy Kid,15.0,64.0,76.0,12.0,3/19/2010,94.0,Fox,"Comedy,Drama,Family",False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False
339,Kites,9.0,1.0,17.0,16.0,5/21/2010,123.0,Relbig.,"Action,Drama,Romance",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
340,The Muppets,45.0,88.0,160.0,72.0,11/23/2011,103.0,BV,"Adventure,Comedy,Family",False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
341,Last Vegas,28.0,63.0,112.0,49.0,1/28/2013,105.0,CBS,"Comedy,Drama",False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
342,Ouija,5.0,50.0,103.0,53.0,10/24/2014,89.0,Uni.,"Horror,Mystery,Thriller",False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False
343,Jack Ryan: Shadow Recruit,60.0,50.0,131.0,81.0,1/17/2014,105.0,Par.,"Action,Drama,Thriller",True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
344,Out of the Furnace,22.0,11.0,15.0,4.0,12/4/2013,116.0,Rela.,"Crime,Drama,Thriller",False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
347,Moneyball,50.0,75.0,111.0,36.0,9/23/2011,133.0,Sony,"Biography,Drama,Sport",False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
348,The Lone Ranger,275.0,89.0,260.0,171.0,7/2/2013,150.0,BV,"Action,Adventure,Western",True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
351,Escape Plan,70.0,25.0,103.0,78.0,10/18/2013,115.0,LG/S,"Action,Crime,Mystery",True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
